CUSTOMER_SIGN_UP_DATE,CUSTOMER_COMPANY_DISTRICT,CUSTOMER_AGE,CUSTOMER_COMPANY_SIZE,CUSTOMER_INDUSTRY,CUSTOMER_REVENUE_USD_AMT,CUSTOMER_TOTAL_LOAN_DEFAULTED_COUNT,TERM_LOAN_COUNT,CREDIT_LINE_COUNT,AVERAGE_LOAN_DISBURSAL_USD_AMOUNT,FIRST_LOAN_DISBURSAL_DATE_LCL_TS,CUSTOMER_ACQUISITION_SOURCE,DAYS_FROM_SIGNUP_TO_FIRST_LOAN,YEAR_JOINED,CUSTOMER_AGE_GROUP
2019-07-08 00:00:00.000000,PETALING JAYA,43,Small,Other Service Activities,13973.52,0,1,0,20344.24,2020-01-13 00:00:00.000000,Offline Marketing,189.0,2019,35-44 yo
2022-04-15 00:00:00.000000,SHAH ALAM,35,Small,F&B,10000.64,1,2,0,7934.25,2022-04-26 00:00:00.000000,Organic,11.0,2022,35-44 yo
2022-01-07 00:00:00.000000,KAJANG,31,Small,Motor Vehicles Repair,12881.65,0,1,0,15649.41,2022-01-26 00:00:00.000000,Organic,19.0,2022,25-34 yo
2022-03-17 00:00:00.000000,TAIPING,30,Small,F&B,1809.61,1,1,0,1815.33,2022-03-30 00:00:00.000000,Platform Partners,13.0,2022,25-34 yo
2022-04-22 00:00:00.000000,JOHOR BAHRU,37,Small,Motor Vehicles Repair,4499.15,1,2,0,4694.82,2022-05-09 00:00:00.000000,Organic,17.0,2022,35-44 yo
2023-03-30 00:00:00.000000,TAIPING,50,Small,Motor Vehicles Repair,6075.83,1,1,0,12394.34,2023-04-14 00:00:00.000000,Organic,15.0,2023,45-54 yo
2022-10-14 00:00:00.000000,MUAR,34,Micro,Administrative and Support Service Activities,1533.62,0,1,0,1564.94,2022-11-24 00:00:00.000000,Organic,41.0,2022,25-34 yo
2022-10-01 00:00:00.000000,KUALA LUMPUR,43,Small,Information and Communication,14131.95,1,1,0,17715.14,2022-10-21 00:00:00.000000,Organic,20.0,2022,35-44 yo
2022-07-27 00:00:00.000000,PENDANG,33,Small,Motor Vehicles Repair,21943.03,1,1,0,30985.84,2022-08-05 00:00:00.000000,Employee Referrals,9.0,2022,25-34 yo
2022-11-08 00:00:00.000000,TANGKAK,36,Small,Motor Vehicles Repair,3732.08,1,1,0,6259.77,2022-11-15 00:00:00.000000,Digital Marketing,7.0,2022,35-44 yo
2023-03-02 00:00:00.000000,SERI KEMBANGAN,39,Small,Motor Vehicles Repair,1225.23,1,1,0,2410.01,2023-03-15 00:00:00.000000,Organic,13.0,2023,35-44 yo
2023-06-01 00:00:00.000000,SUNGAI BULOH,32,Small,F&B,4961.42,0,1,0,8951.46,2023-06-13 00:00:00.000000,Referral Partners,12.0,2023,25-34 yo
2022-12-27 00:00:00.000000,SHAH ALAM,40,Small,Professional Activities,14174.17,0,1,0,15649.41,2023-01-06 00:00:00.000000,Organic,10.0,2022,35-44 yo
2020-09-17 00:00:00.000000,PETALING JAYA,29,Small,Human Health and Social Work Activities,42030.88,1,3,0,15127.763333333334,2021-01-07 00:00:00.000000,Organic,112.0,2020,25-34 yo
2022-08-26 00:00:00.000000,TAIPING,32,Micro,Motor Vehicles Repair,981.23,0,1,0,1721.44,2023-04-06 00:00:00.000000,Organic,223.0,2022,25-34 yo
2019-08-19 00:00:00.000000,PUSING,52,Micro,Other Service Activities,2149.71,0,1,0,3129.88,2019-09-18 00:00:00.000000,Digital Marketing,30.0,2019,45-54 yo
2022-03-22 00:00:00.000000,PUCHONG,24,Small,Motor Vehicles Repair,2732.9500000000003,1,0,12,3129.8800000000006,2022-04-08 00:00:00.000000,Organic,17.0,2022,18-24 yo
2022-12-06 00:00:00.000000,BINTULU,56,Medium,Motor Vehicles Repair,41027.52,0,1,0,57996.73,2023-01-11 00:00:00.000000,Brokers,36.0,2022,55-64 yo
2022-08-05 00:00:00.000000,JELI,37,Small,Motor Vehicles Repair,2101.87,1,1,0,3380.27,2022-08-22 00:00:00.000000,Organic,17.0,2022,35-44 yo
2021-12-22 00:00:00.000000,KUALA LUMPUR,44,Small,Information and Communication,1179.2,1,1,0,2128.32,2022-11-14 00:00:00.000000,Organic,327.0,2021,35-44 yo
2022-02-25 00:00:00.000000,KUANTAN,36,Small,Motor Vehicles Repair,6825.87,1,2,0,7824.71,2022-03-08 00:00:00.000000,Digital Marketing,11.0,2022,35-44 yo
2023-04-07 00:00:00.000000,PANGKOR,32,Small,Motor Vehicles Repair,1397.33,0,1,0,2065.72,2023-04-12 00:00:00.000000,Digital Marketing,5.0,2023,25-34 yo
2019-09-27 00:00:00.000000,JITRA,35,Small,Motor Vehicles Repair,4233.53,0,1,0,6259.77,2019-10-03 00:00:00.000000,Organic,6.0,2019,35-44 yo
2021-07-04 00:00:00.000000,SHAH ALAM,36,Small,Construction,6018.06,1,1,0,7824.71,2022-01-26 00:00:00.000000,Organic,206.0,2021,35-44 yo
2021-04-27 00:00:00.000000,SERI KEMBANGAN,32,Small,Motor Vehicles Repair,30543.92,0,2,0,23834.055,2022-05-31 00:00:00.000000,Platform Partners,399.0,2021,25-34 yo
2018-01-22 00:00:00.000000,CYBERJAYA,52,Medium,Information and Communication,26288.69,0,1,0,31298.83,2022-02-23 00:00:00.000000,Employee Referrals,1493.0,2018,45-54 yo
2020-12-17 00:00:00.000000,PELABUHAN KLANG,26,Micro,Motor Vehicles Repair,2149.71,0,1,0,3129.88,2020-12-22 00:00:00.000000,EDMs,5.0,2020,25-34 yo
2021-06-05 00:00:00.000000,CHALOK,32,Small,Motor Vehicles Repair,10035.18,1,2,0,11048.49,2022-06-13 00:00:00.000000,Employee Referrals,373.0,2021,25-34 yo
2023-01-10 00:00:00.000000,PETALING JAYA,36,Micro,Motor Vehicles Repair,929.59,1,1,0,2691.7,2023-01-25 00:00:00.000000,Digital Marketing,15.0,2023,35-44 yo
2021-11-25 00:00:00.000000,PETALING JAYA,38,Micro,F&B,3203.72,0,1,0,3380.27,2021-12-31 00:00:00.000000,Platform Partners,36.0,2021,35-44 yo
2019-12-16 00:00:00.000000,KLUANG,71,Medium,Other Service Activities,3224.67,0,1,0,4694.82,2019-12-23 00:00:00.000000,Digital Marketing,7.0,2019,65+ yo
2021-04-11 00:00:00.000000,BANDAR SRI SENDAYAN,33,Small,Motor Vehicles Repair,7552.82,1,2,0,7543.015,2022-06-21 00:00:00.000000,Organic,436.0,2021,25-34 yo
2021-04-15 00:00:00.000000,SEREMBAN,40,Small,F&B,2631.22,1,1,0,4694.82,2021-04-21 00:00:00.000000,Platform Partners,6.0,2021,35-44 yo
2021-11-26 00:00:00.000000,RAWANG,28,Micro,F&B,773.72,0,1,0,938.96,2022-01-05 00:00:00.000000,Platform Partners,40.0,2021,25-34 yo
2020-04-14 00:00:00.000000,SERI KEMBANGAN,34,Small,Motor Vehicles Repair,27501.75,0,3,0,20865.883333333335,2020-10-14 00:00:00.000000,Platform Partners,183.0,2020,25-34 yo
2022-01-24 00:00:00.000000,KLANG,26,Micro,Motor Vehicles Repair,6693.51,0,2,0,6431.905,2022-05-06 00:00:00.000000,Organic,102.0,2022,25-34 yo
2022-11-30 00:00:00.000000,KUALA LUMPUR,20,Micro,Motor Vehicles Repair,1049.53,0,1,0,1251.95,2022-12-22 00:00:00.000000,Organic,22.0,2022,18-24 yo
2021-03-24 00:00:00.000000,PANDAN INDAH,53,Small,Manufacturing,1842.38,1,1,0,3129.88,2021-12-16 00:00:00.000000,Employee Referrals,267.0,2021,45-54 yo
2021-01-18 00:00:00.000000,PANGKOR,53,Medium,Motor Vehicles Repair,7848.04,0,1,0,9389.65,2021-01-29 00:00:00.000000,Employee Referrals,11.0,2021,45-54 yo
2022-04-06 00:00:00.000000,KUALA LUMPUR,65,Small,Motor Vehicles Repair,17419.19,0,2,0,13317.654999999999,2022-05-17 00:00:00.000000,Platform Partners,41.0,2022,65+ yo
2023-01-13 00:00:00.000000,SANDAKAN,25,Micro,Motor Vehicles Repair,1382.05,0,1,0,1877.93,2023-02-07 00:00:00.000000,EDMs,25.0,2023,25-34 yo
2019-01-03 00:00:00.000000,PETALING JAYA,34,Small,F&B,10178.02,0,2,0,7824.71,2019-01-14 00:00:00.000000,Organic,11.0,2019,25-34 yo
2021-06-13 00:00:00.000000,SUNGAI BULOH,36,Small,Motor Vehicles Repair,20634.59,0,3,0,9347.916666666666,2021-06-25 00:00:00.000000,Platform Partners,12.0,2021,35-44 yo
2023-01-05 00:00:00.000000,SUNGAI PETANI,40,Small,Manufacturing,3719.4,0,1,0,4694.82,2023-01-12 00:00:00.000000,Organic,7.0,2023,35-44 yo
2022-11-03 00:00:00.000000,BAYAN LEPAS,34,Small,Motor Vehicles Repair,35547.12,0,1,0,37558.59,2022-11-21 00:00:00.000000,Employee Referrals,18.0,2022,25-34 yo
2022-10-20 00:00:00.000000,KUALA LUMPUR,29,Micro,F&B,1321.33,0,1,0,1564.94,2022-11-02 00:00:00.000000,Organic,13.0,2022,25-34 yo
2023-02-08 00:00:00.000000,PUCHONG,36,Small,Administrative and Support Service Activities,4620.57,0,1,0,7230.03,2023-02-16 00:00:00.000000,Employee Referrals,8.0,2023,35-44 yo
2022-09-22 00:00:00.000000,LABUAN,43,Micro,F&B,2469.89,0,1,0,2816.89,2022-09-29 00:00:00.000000,Platform Partners,7.0,2022,35-44 yo
2023-03-11 00:00:00.000000,MELAKA,41,Micro,Motor Vehicles Repair,9815.21,0,1,0,11017.19,2023-03-21 00:00:00.000000,Organic,10.0,2023,35-44 yo
2022-07-31 00:00:00.000000,ALOR GAJAH,29,Micro,Information and Communication,2793.98,0,1,0,5320.8,2022-09-06 00:00:00.000000,Organic,37.0,2022,25-34 yo
2021-11-05 00:00:00.000000,SEMENYIH,25,Micro,F&B,970.59,0,2,0,938.96,2022-08-18 00:00:00.000000,Organic,286.0,2021,25-34 yo
2023-02-21 00:00:00.000000,Shah Alam,38,Small,Manufacturing,12058.36,0,1,0,17214.36,2023-03-13 00:00:00.000000,Sales Force,20.0,2023,35-44 yo
2023-02-15 00:00:00.000000,PELABUHAN KLANG,22,Micro,Other Service Activities,1917.9,0,1,0,2754.3,2023-03-03 00:00:00.000000,Digital Marketing,16.0,2023,18-24 yo
2021-06-15 00:00:00.000000,GELANG PATAH,31,Small,Storage,12856.56,0,1,0,15649.41,2021-06-30 00:00:00.000000,EDMs,15.0,2021,25-34 yo
2021-12-28 00:00:00.000000,PETALING JAYA,25,Micro,Information and Communication,1046.13,0,1,0,938.96,2022-01-07 00:00:00.000000,Organic,10.0,2021,25-34 yo
2020-09-21 00:00:00.000000,CYBERJAYA,28,Small,Motor Vehicles Repair,14530.73,0,2,0,7511.72,2020-09-30 00:00:00.000000,Organic,9.0,2020,25-34 yo
2022-09-05 00:00:00.000000,KOTA KINABALU,28,Small,Construction,5863.91,1,1,0,7824.71,2022-09-15 00:00:00.000000,Organic,10.0,2022,25-34 yo
2020-01-21 00:00:00.000000,CHAAH,34,Small,Storage,10317.69,0,3,0,8398.516666666668,2022-01-13 00:00:00.000000,Digital Marketing,723.0,2020,25-34 yo
2021-03-04 00:00:00.000000,KUALA LUMPUR,41,Medium,Motor Vehicles Repair,24508.58,0,0,26,9649.668076923077,2021-05-24 00:00:00.000000,Digital Marketing,81.0,2021,35-44 yo
2023-04-15 00:00:00.000000,CHERAS,35,Small,Information and Communication,6044.979999999999,0,0,10,9367.739,2023-05-03 00:00:00.000000,Organic,18.0,2023,35-44 yo
2022-03-31 00:00:00.000000,GEORGETOWN,43,Small,Storage,33183.15,0,2,0,23474.120000000003,2022-05-23 00:00:00.000000,Employee Referrals,53.0,2022,35-44 yo
2022-07-15 00:00:00.000000,KUALA LUMPUR,44,Small,Professional Activities,34598.56,0,2,0,31298.83,2022-08-08 00:00:00.000000,Employee Referrals,24.0,2022,35-44 yo
2022-09-29 00:00:00.000000,KUALA LUMPUR,25,Small,Professional Activities,22076.92,0,1,0,25039.06,2022-10-18 00:00:00.000000,Others,19.0,2022,25-34 yo
2023-10-07 00:00:00.000000,KUALA LANGAT,46,Large,Motor Vehicles Repair,22623.43,0,1,0,68857.42,2023-10-26 00:00:00.000000,Organic,19.0,2023,45-54 yo
2022-11-13 00:00:00.000000,KUALA LUMPUR,29,Micro,Construction,2443.74,0,1,0,2660.4,2022-12-20 00:00:00.000000,Organic,37.0,2022,25-34 yo
2022-06-09 00:00:00.000000,Kapar,45,Small,Manufacturing,18524.74,0,1,0,15649.41,2022-06-30 00:00:00.000000,Organic,21.0,2022,45-54 yo
2020-12-24 00:00:00.000000,TANJONG RAMBUTAN,34,Small,Financial Services,4391.7,0,1,0,4694.82,2021-03-08 00:00:00.000000,Organic,74.0,2020,25-34 yo
2022-11-03 00:00:00.000000,BAU,49,Small,Motor Vehicles Repair,19039.01,1,1,0,31298.83,2022-11-22 00:00:00.000000,Brokers,19.0,2022,45-54 yo
2023-02-03 00:00:00.000000,KUALA TERENGGANU,37,Small,Construction,5922.82,0,1,0,7574.32,2023-02-17 00:00:00.000000,Referral Partners,14.0,2023,35-44 yo
2023-08-01 00:00:00.000000,MERSING,39,Small,Administrative and Support Service Activities,1591.34,0,1,0,3442.87,2023-08-15 00:00:00.000000,Organic,14.0,2023,35-44 yo
2020-06-24 00:00:00.000000,JOHOR BAHRU,29,Small,Other Service Activities,20925.1,0,1,0,15649.41,2020-07-16 00:00:00.000000,Organic,22.0,2020,25-34 yo
2022-09-23 00:00:00.000000,SENAI,37,Medium,Administrative and Support Service Activities,30695.210000000003,1,0,12,31079.739999999994,2022-10-19 00:00:00.000000,Organic,26.0,2022,35-44 yo
2022-08-22 00:00:00.000000,KLANG,36,Small,Motor Vehicles Repair,5901.91,0,1,0,6572.75,2022-09-15 00:00:00.000000,Employee Referrals,24.0,2022,35-44 yo
2021-11-29 00:00:00.000000,KAJANG,32,Small,Motor Vehicles Repair,22351.76,0,4,0,7589.965,2021-12-06 00:00:00.000000,Digital Marketing,7.0,2021,25-34 yo
2022-06-13 00:00:00.000000,KUANTAN,36,Micro,F&B,2845.95,0,1,0,3380.27,2022-06-23 00:00:00.000000,Organic,10.0,2022,35-44 yo
2023-01-16 00:00:00.000000,SANDAKAN,34,Micro,Motor Vehicles Repair,4164.68,0,1,0,6197.17,2023-02-07 00:00:00.000000,Digital Marketing,22.0,2023,25-34 yo
2022-07-23 00:00:00.000000,ALOR SETAR,29,Small,Motor Vehicles Repair,6340.06,1,1,0,15649.41,2023-02-03 00:00:00.000000,Organic,195.0,2022,25-34 yo
2020-11-19 00:00:00.000000,KOTA KINABALU,39,Small,F&B,7973.13,0,1,0,9389.65,2022-11-30 00:00:00.000000,Platform Partners,741.0,2020,35-44 yo
2021-12-04 00:00:00.000000,MUADZAM SHAH,34,Micro,Professional Activities,5201.84,0,1,0,4381.84,2022-01-14 00:00:00.000000,Organic,41.0,2021,25-34 yo
2022-03-18 00:00:00.000000,SHAH ALAM,41,Small,Motor Vehicles Repair,2423.4,0,2,0,2316.11,2022-09-23 00:00:00.000000,Digital Marketing,189.0,2022,35-44 yo
2022-03-09 00:00:00.000000,CHERAS,37,Small,F&B,10051.11,0,1,0,7824.71,2022-03-29 00:00:00.000000,Platform Partners,20.0,2022,35-44 yo
2022-07-05 00:00:00.000000,CHEMOR,37,Small,Manufacturing,2381.13,0,1,0,1877.93,2022-08-08 00:00:00.000000,Brokers,34.0,2022,35-44 yo
2023-03-29 00:00:00.000000,KUALA KRAI,28,Small,Motor Vehicles Repair,11394.16,1,1,0,24100.1,2023-04-05 00:00:00.000000,Organic,7.0,2023,25-34 yo
2023-03-02 00:00:00.000000,KLANG,28,Micro,Storage,4945.66,0,1,0,6885.74,2023-03-20 00:00:00.000000,Digital Marketing,18.0,2023,25-34 yo
2023-10-25 00:00:00.000000,IPOH,44,Small,Human Health and Social Work Activities,6357.78,0,1,0,25821.53,2023-11-28 00:00:00.000000,Organic,34.0,2023,35-44 yo
2022-10-21 00:00:00.000000,PENAMPANG,30,Small,Motor Vehicles Repair,3621.74,1,1,0,4068.85,2022-11-01 00:00:00.000000,Brokers,11.0,2022,25-34 yo
2023-06-13 00:00:00.000000,KUCHING,47,Small,"Agriculture, Forestry and Fishing",6434.37,0,1,0,12394.34,2023-07-04 00:00:00.000000,Referral Partners,21.0,2023,45-54 yo
2022-07-15 00:00:00.000000,JOHOR BAHRU,36,Small,Motor Vehicles Repair,626.62,1,1,0,1564.94,2022-07-25 00:00:00.000000,EDMs,10.0,2022,35-44 yo
2022-05-10 00:00:00.000000,KUALA LUMPUR,50,Small,Construction,6747.55,0,1,0,7824.71,2022-05-25 00:00:00.000000,Brokers,15.0,2022,45-54 yo
2020-08-22 00:00:00.000000,JOHOR BAHRU,38,Small,Motor Vehicles Repair,14236.84,0,1,0,6259.77,2020-09-17 00:00:00.000000,Platform Partners,26.0,2020,35-44 yo
2021-04-21 00:00:00.000000,MASAI,52,Small,F&B,2442.07,0,1,0,2503.91,2021-05-12 00:00:00.000000,Platform Partners,21.0,2021,45-54 yo
2022-12-30 00:00:00.000000,TANGKAK,33,Micro,Motor Vehicles Repair,1623.09,1,1,0,3442.87,2023-02-22 00:00:00.000000,Digital Marketing,54.0,2022,25-34 yo
2021-10-24 00:00:00.000000,NILAI,33,Small,Motor Vehicles Repair,8653.920000000004,0,0,23,4749.256521739131,2021-11-09 00:00:00.000000,Digital Marketing,16.0,2021,25-34 yo
2019-03-15 00:00:00.000000,IPOH,41,Micro,Motor Vehicles Repair,2012.69,0,1,0,2535.21,2022-11-23 00:00:00.000000,Organic,1349.0,2019,35-44 yo
2022-03-02 00:00:00.000000,KUALA LUMPUR,38,Medium,Motor Vehicles Repair,1029.85,0,1,0,1251.95,2022-03-16 00:00:00.000000,Organic,14.0,2022,35-44 yo
2022-05-23 00:00:00.000000,PETALING JAYA,38,Small,Professional Activities,5440.14,0,1,0,8763.67,2023-02-07 00:00:00.000000,Organic,260.0,2022,35-44 yo
2022-04-12 00:00:00.000000,KOTA KINABALU,32,Micro,Motor Vehicles Repair,1417.16,0,2,0,938.96,2022-04-22 00:00:00.000000,Organic,10.0,2022,25-34 yo
2021-03-18 00:00:00.000000,PUCHONG,43,Small,Motor Vehicles Repair,25834.12,0,1,0,9389.65,2021-04-15 00:00:00.000000,Digital Marketing,28.0,2021,35-44 yo
2021-04-20 00:00:00.000000,KUALA LUMPUR,28,Small,Construction,17465.719999999994,2,1,20,8704.056190476189,2021-04-30 00:00:00.000000,EDMs,10.0,2021,25-34 yo
2022-01-01 00:00:00.000000,GEORGETOWN,47,Small,Motor Vehicles Repair,1167.18,0,0,2,7824.71,2022-01-20 00:00:00.000000,Digital Marketing,19.0,2022,45-54 yo
2021-10-01 00:00:00.000000,PETALING JAYA,54,Small,Human Health and Social Work Activities,17607.87,0,2,0,13458.5,2021-10-14 00:00:00.000000,Digital Marketing,13.0,2021,45-54 yo
2020-09-04 00:00:00.000000,MELAKA,31,Micro,F&B,5422.35,0,1,0,6040.67,2021-06-29 00:00:00.000000,Platform Partners,298.0,2020,25-34 yo
2023-06-20 00:00:00.000000,TANJUNG PIANDANG,40,Medium,Motor Vehicles Repair,13460.43,0,1,0,33802.73,2023-07-05 00:00:00.000000,Sales Force,15.0,2023,35-44 yo
2020-11-06 00:00:00.000000,PETALING JAYA,30,Small,F&B,91407.66,0,2,0,19561.765,2021-05-24 00:00:00.000000,Organic,199.0,2020,25-34 yo
2021-05-06 00:00:00.000000,SERI KEMBANGAN,37,Medium,Motor Vehicles Repair,32913.83,0,2,0,23474.12,2021-05-21 00:00:00.000000,Platform Partners,15.0,2021,35-44 yo
2020-05-29 00:00:00.000000,KAPIT,31,Small,Motor Vehicles Repair,40755.1,0,1,0,9389.65,2020-11-23 00:00:00.000000,Platform Partners,178.0,2020,25-34 yo
2022-11-22 00:00:00.000000,BAYAN LEPAS,43,Micro,F&B,3823.63,1,1,0,5258.2,2022-12-08 00:00:00.000000,Platform Partners,16.0,2022,35-44 yo
2022-10-13 00:00:00.000000,ALOR SETAR,36,Small,Motor Vehicles Repair,12589.959999999997,0,0,11,14710.45,2022-11-24 00:00:00.000000,Brokers,42.0,2022,35-44 yo
2022-12-01 00:00:00.000000,KUANTAN,31,Micro,Motor Vehicles Repair,1400.42,1,1,0,3787.16,2022-12-07 00:00:00.000000,Digital Marketing,6.0,2022,25-34 yo
2023-05-15 00:00:00.000000,Semenyih,41,Small,Construction,12570.21,0,1,0,25477.25,2023-06-12 00:00:00.000000,Brokers,28.0,2023,35-44 yo
2021-10-12 00:00:00.000000,PORT DICKSON,37,Small,F&B,689.03,1,1,0,938.96,2021-10-20 00:00:00.000000,Platform Partners,8.0,2021,35-44 yo
2022-05-24 00:00:00.000000,SUNGAI LALANG,36,Small,Motor Vehicles Repair,7502.63,0,1,0,15649.41,2022-06-07 00:00:00.000000,Digital Marketing,14.0,2022,35-44 yo
2023-02-27 00:00:00.000000,TANAH MERAH,30,Medium,Motor Vehicles Repair,800.97,0,1,0,1032.86,2023-03-15 00:00:00.000000,Digital Marketing,16.0,2023,25-34 yo
2022-07-27 00:00:00.000000,TANAH MERAH,45,Small,Storage,4159.74,1,1,0,5946.78,2022-08-09 00:00:00.000000,Digital Marketing,13.0,2022,45-54 yo
2022-01-21 00:00:00.000000,SHAH ALAM,49,Small,Manufacturing,19349.79,0,2,0,17214.36,2022-02-11 00:00:00.000000,Digital Marketing,21.0,2022,45-54 yo
2022-01-11 00:00:00.000000,REMBAU,46,Micro,F&B,2007.47,0,2,0,1564.94,2022-01-19 00:00:00.000000,Organic,8.0,2022,45-54 yo
2019-04-30 00:00:00.000000,SHAH ALAM,32,Small,Motor Vehicles Repair,5215.37,1,1,0,6259.77,2021-07-08 00:00:00.000000,Digital Marketing,800.0,2019,25-34 yo
2023-04-13 00:00:00.000000,SUNGAI PETANI,28,Micro,Storage,608.65,0,1,0,1032.86,2023-04-25 00:00:00.000000,Digital Marketing,12.0,2023,25-34 yo
2019-10-10 00:00:00.000000,TERENGGANU,43,Small,Other Service Activities,10577.0,0,2,0,7042.24,2019-11-05 00:00:00.000000,Offline Marketing,26.0,2019,35-44 yo
2020-07-20 00:00:00.000000,PUDU,34,Small,Manufacturing,3691.86,1,1,0,8450.68,2022-02-28 00:00:00.000000,Digital Marketing,588.0,2020,25-34 yo
2023-03-10 00:00:00.000000,BATU CAVES,39,Medium,Motor Vehicles Repair,25494.51,0,2,0,34428.71,2023-03-20 00:00:00.000000,Brokers,10.0,2023,35-44 yo
2022-06-13 00:00:00.000000,PORT KLANG,35,Small,Administrative and Support Service Activities,35279.74,0,2,0,31298.83,2022-06-22 00:00:00.000000,Offline Marketing,9.0,2022,35-44 yo
2021-04-01 00:00:00.000000,KLUANG,38,Small,Professional Activities,6030.62,1,1,0,9076.66,2021-04-06 00:00:00.000000,Brokers,5.0,2021,35-44 yo
2023-05-11 00:00:00.000000,KUALA LUMPUR,34,Medium,Information and Communication,28186.34,0,1,0,61971.68,2023-06-12 00:00:00.000000,Brokers,32.0,2023,25-34 yo
2022-11-22 00:00:00.000000,MELAKA,36,Small,Motor Vehicles Repair,10484.91,0,1,0,15649.41,2022-12-12 00:00:00.000000,Brokers,20.0,2022,35-44 yo
2023-04-01 00:00:00.000000,CHERAS,37,Micro,Manufacturing,3014.5400000000004,0,0,12,3854.971666666667,2023-04-13 00:00:00.000000,Organic,12.0,2023,35-44 yo
2021-06-15 00:00:00.000000,PUCHONG,25,Small,Administrative and Support Service Activities,12626.96,0,2,0,13771.48,2023-01-18 00:00:00.000000,Organic,582.0,2021,25-34 yo
2022-07-29 00:00:00.000000,JITRA,28,Small,Motor Vehicles Repair,8687.7,0,1,0,9452.25,2022-08-08 00:00:00.000000,Organic,10.0,2022,25-34 yo
2021-01-09 00:00:00.000000,SUNGAI BULOH,44,Small,Human Health and Social Work Activities,22729.87,0,2,0,15649.41,2021-09-28 00:00:00.000000,Organic,262.0,2021,35-44 yo
2022-11-12 00:00:00.000000,BUKIT MERTAJAM,30,Small,Motor Vehicles Repair,1364.76,1,1,0,2097.02,2022-11-22 00:00:00.000000,Digital Marketing,10.0,2022,25-34 yo
2022-12-18 00:00:00.000000,LANGKAWI,32,Micro,Manufacturing,2533.83,1,1,0,5477.29,2022-12-29 00:00:00.000000,Digital Marketing,11.0,2022,25-34 yo
2023-02-22 00:00:00.000000,KUANTAN,43,Micro,F&B,883.83,0,1,0,1377.15,2023-03-24 00:00:00.000000,Organic,30.0,2023,35-44 yo
2021-06-14 00:00:00.000000,BATU CAVES,47,Small,F&B,6196.13,0,1,0,6259.77,2022-05-24 00:00:00.000000,Referral Partners,344.0,2021,45-54 yo
2022-10-03 00:00:00.000000,RAWANG,38,Small,Motor Vehicles Repair,31046.67,0,2,0,24976.46,2022-10-06 00:00:00.000000,Digital Marketing,3.0,2022,35-44 yo
2023-02-21 00:00:00.000000,BEMBAN,31,Small,Manufacturing,2698.65,1,1,0,4475.73,2023-03-07 00:00:00.000000,Digital Marketing,14.0,2023,25-34 yo
2022-08-29 00:00:00.000000,KUALA TERENGGANU,52,Small,Motor Vehicles Repair,18892.2,0,1,0,16588.38,2022-09-20 00:00:00.000000,Employee Referrals,22.0,2022,45-54 yo
2023-01-05 00:00:00.000000,KOTA BHARU,35,Micro,Motor Vehicles Repair,2691.17,0,1,0,3129.88,2023-01-20 00:00:00.000000,Digital Marketing,15.0,2023,35-44 yo
2023-02-15 00:00:00.000000,KAJANG,33,Micro,Professional Activities,8803.26,0,1,0,15492.92,2023-03-06 00:00:00.000000,Brokers,19.0,2023,25-34 yo
2019-10-29 00:00:00.000000,CYBERJAYA,28,Small,F&B,2581.89,0,1,0,3129.88,2019-11-19 00:00:00.000000,Organic,21.0,2019,25-34 yo
2022-06-04 00:00:00.000000,SEMENYIH,30,Micro,Manufacturing,1058.86,1,1,0,2503.91,2022-06-10 00:00:00.000000,Organic,6.0,2022,25-34 yo
2021-10-14 00:00:00.000000,NIBONG TEBAL,30,Small,Motor Vehicles Repair,22693.57,1,1,0,15649.41,2021-10-26 00:00:00.000000,Organic,12.0,2021,25-34 yo
2021-04-23 00:00:00.000000,KUALA LUMPUR,43,Micro,F&B,5215.16,0,1,0,6259.77,2021-05-04 00:00:00.000000,Platform Partners,11.0,2021,35-44 yo
2021-01-22 00:00:00.000000,KLANG,34,Small,Motor Vehicles Repair,4456.51,0,1,0,4694.82,2021-01-27 00:00:00.000000,Employee Referrals,5.0,2021,25-34 yo
2022-03-22 00:00:00.000000,SHAH ALAM,38,Small,Professional Activities,713.86,1,1,0,1564.94,2022-03-31 00:00:00.000000,Organic,9.0,2022,35-44 yo
2022-10-26 00:00:00.000000,KOTA KINABALU,33,Small,F&B,3797.39,0,2,0,4381.84,2022-12-06 00:00:00.000000,Organic,41.0,2022,25-34 yo
2021-12-10 00:00:00.000000,SEREMBAN,55,Micro,Education,4576.85,0,2,0,3129.88,2021-12-23 00:00:00.000000,Digital Marketing,13.0,2021,55-64 yo
2020-10-17 00:00:00.000000,JASIN,39,Small,Administrative and Support Service Activities,22019.51,0,1,0,18779.3,2023-01-20 00:00:00.000000,Digital Marketing,825.0,2020,35-44 yo
2022-02-17 00:00:00.000000,KAJANG,36,Small,Motor Vehicles Repair,5044.39,1,1,0,6259.77,2022-03-02 00:00:00.000000,Digital Marketing,13.0,2022,35-44 yo
2020-12-21 00:00:00.000000,SHAH ALAM,42,Micro,Other Service Activities,4947.67,0,1,0,6259.77,2022-11-16 00:00:00.000000,Digital Marketing,695.0,2020,35-44 yo
2021-08-16 00:00:00.000000,KUALA LUMPUR,50,Micro,F&B,1879.57,0,1,0,1564.94,2021-12-16 00:00:00.000000,Employee Referrals,122.0,2021,45-54 yo
